Serial|Year|Award|Winner|Film|Names,,,,,,,,,,,
276|1966|Documentary (Short Subject)|0|Adolescence |Marin Karmitz and Vladimir Forgency, Producers,,,,,,,,,,
277|1971|Documentary (Short Subject)|0|Adventures in Perception |Han van Gelder, Producer,,,,,,,,,,
278|1954|Actor|0|Adventures of Robinson Crusoe|Dan O'Herlihy,,,,,,,,,,,
279|1952|Costume Design (Black and White)|0|Affair in Trinidad |Jean Louis,,,,,,,,,,,
280|1998|Actor in a Leading Role|0|Affliction|Nick Nolte,,,,,,,,,,,
281|1998|Actor in a Supporting Role|1|Affliction|James Coburn,,,,,,,,,,,
282|1982|Documentary (Feature)|0|After the Axe |Sturla Gunnarsson and Steve Lucas, Producers,,,,,,,,,,
283|2006|Foreign Language Film|0|After the Wedding |Denmark,,,,,,,,,,,
284|1997|Actress in a Leading Role|0|Afterglow|Julie Christie,,,,,,,,,,,
285|1981|Documentary (Feature)|0|Against Wind and Tide: A Cuban Odyssey |Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers,,,,,,,,,
286|1979|Costume Design|0|Agatha |Shirley Russell,,,,,,,,,,,
287|1980|Documentary (Feature)|0|Agee |Ross Spears, Producer,,,,,,,,,,
288|1985|Actress in a Leading Role|0|Agnes of God|Anne Bancroft,,,,,,,,,,,
289|1985|Actress in a Supporting Role|0|Agnes of God|Meg Tilly,,,,,,,,,,,
290|1985|Music (Original Score)|0|Agnes of God |Georges Delerue,,,,,,,,,,,
291|1977|Documentary (Short Subject)|0|Agueda Martinez: Our People, Our Country |Moctesuma Esparza, Producer,,,,,,,,,
292|1997|Film Editing|0|Air Force One |Richard Francis-Bruce,,,,,,,,,,,
293|1997|Sound|0|Air Force One |Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester,,,,,,,,
294|1970|Actress in a Supporting Role|1|Airport|Helen Hayes,,,,,,,,,,,
295|1970|Actress in a Supporting Role|0|Airport|Maureen Stapleton,,,,,,,,,,,
296|1970|Art Direction|0|Airport |Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Jack D. Moore, Mickey S. Michaels,,,,,,,,,
297|1970|Best Picture|0|Airport |Ross Hunter, Producer,,,,,,,,,,
298|1970|Cinematography|0|Airport |Ernest Laszlo,,,,,,,,,,,
299|1970|Costume Design|0|Airport |Edith Head,,,,,,,,,,,
300|1970|Film Editing|0|Airport |Stuart Gilmore,,,,,,,,,,,
301|1970|Music (Original Score)|0|Airport |Alfred Newman,,,,,,,,,,,
302|1970|Sound|0|Airport |Ronald Pierce, David Moriarty,,,,,,,,,,
303|1970|Writing (Screenplay, Based on Material from Another Medium)|0|Airport |George Seaton,,,,,,,,,,
304|1977|Art Direction|0|Airport '77 |Art Direction: George C. Webb; Set Decoration: Mickey S. Michaels,,,,,,,,,,,
305|1977|Costume Design|0|Airport '77 |Edith Head, Burton Miller,,,,,,,,,,
306|2009|Foreign Language Film|0|Ajami |Israel,,,,,,,,,,,
307|1989|Honorary Award|1|Akira Kurosawa|,,,,,,,,,,,
308|1992|Music (Original Score)|1|Aladdin |Alan Menken,,,,,,,,,,,
309|1992|Sound|0|Aladdin |Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane,,,,,,,,
310|1992|Sound Effects Editing|0|Aladdin |Mark Mangini,,,,,,,,,,,
311|1971|Documentary (Feature)|0|Alaska Wilderness Lake |Alan Landsburg, Producer,,,,,,,,,,
312|1997|Documentary (Short Subject)|0|Alaska: Spirit of the Wild |George Casey, Paul Novros,,,,,,,,,,
313|2011|Actress in a Leading Role|0|Albert Nobbs|Glenn Close,,,,,,,,,,,
314|2011|Actress in a Supporting Role|0|Albert Nobbs|Janet McTeer,,,,,,,,,,,
315|2011|Makeup|0|Albert Nobbs |Martial Corneville, Lynn Johnston and Matthew W. Mungle,,,,,,,,,,
316|1981|Irving G. Thalberg Memorial Award|1|Albert R. Broccoli|,,,,,,,,,,,
317|1957|Documentary (Feature)|1|Albert Schweitzer |Jerome Hill, Producer,,,,,,,,,,
318|1979|Honorary Award|1|Alec Guinness|,,,,,,,,,,,
319|1985|Honorary Award|1|Alex North|,,,,,,,,,,,
320|1966|Actor|0|Alfie|Michael Caine,,,,,,,,,,,
321|1966|Actress in a Supporting Role|0|Alfie|Vivien Merchant,,,,,,,,,,,
322|1966|Best Picture|0|Alfie |Lewis Gilbert, Producer,,,,,,,,,,
323|1966|Writing (Screenplay, Based on Material from Another Medium)|0|Alfie |Bill Naughton,,,,,,,,,,
324|1967|Irving G. Thalberg Memorial Award|1|Alfred Hitchcock|,,,,,,,,,,,
325|2001|Actor in a Leading Role|0|Ali|Will Smith,,,,,,,,,,,
326|2001|Actor in a Supporting Role|0|Ali|Jon Voight,,,,,,,,,,,
327|1990|Writing (Screenplay Written Directly for the Screen)|0|Alice |Woody Allen,,,,,,,,,,,
328|1974|Actress|1|Alice Doesn't Live Here Anymore|Ellen Burstyn,,,,,,,,,,,
329|1974|Actress in a Supporting Role|0|Alice Doesn't Live Here Anymore|Diane Ladd,,,,,,,,,,,
330|1974|Writing (Original Screenplay)|0|Alice Doesn't Live Here Anymore |Robert Getchell,,,,,,,,,,,
331|2010|Art Direction|1|Alice in Wonderland |Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,,,,,,,,,,,
332|2010|Costume Design|1|Alice in Wonderland |Colleen Atwood,,,,,,,,,,,
333|1951|Music (Scoring of a Musical Picture)|0|Alice in Wonderland |Oliver Wallace,,,,,,,,,,,
334|2010|Visual Effects|0|Alice in Wonderland |Ken Ralston, David Schaub, Carey Villegas and Sean Phillips,,,,,,,,,
335|1969|Directing|0|Alice's Restaurant |Arthur Penn,,,,,,,,,,,
336|1979|Art Direction|0|Alien |Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker,,,,,,,,,
337|1979|Visual Effects|1|Alien |H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling,,,,,,,
338|1992|Visual Effects|0|Alien 3 |Richard Edlund, Alec Gillis, Tom Woodruff, Jr., George Gibbs,,,,,,,
339|1986|Actress in a Leading Role|0|Aliens|Sigourney Weaver,,,,,,,,,,,
340|1986|Art Direction|0|Aliens |Art Direction: Peter Lamont; Set Decoration: Crispian Sallis,,,,,,,,,,,
341|1986|Film Editing|0|Aliens |Ray Lovejoy,,,,,,,,,,,
342|1986|Music (Original Score)|0|Aliens |James Horner,,,,,,,,,,,
343|1986|Sound|0|Aliens |Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, Roy Charman,,,,,,,,
344|1986|Sound Effects Editing|1|Aliens |Don Sharpe,,,,,,,,,,,
345|1986|Visual Effects|1|Aliens |Robert Skotak, Stan Winston, John Richardson, Suzanne Benson,,,,,,,,
346|1950|Actor in a Supporting Role|1|All about Eve|George Sanders,,,,,,,,,,,
347|1950|Actress|0|All about Eve|Anne Baxter,,,,,,,,,,,
348|1950|Actress|0|All about Eve|Bette Davis,,,,,,,,,,,
349|1950|Actress in a Supporting Role|0|All about Eve|Celeste Holm,,,,,,,,,,,
350|1950|Actress in a Supporting Role|0|All about Eve|Thelma Ritter,,,,,,,,,,,
351|1950|Art Direction (Black and White)|0|All about Eve |Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Thomas Little, Walter M. Scott,,,,,,,,,
352|1950|Best Motion Picture|1|All about Eve |20th Century-Fox,,,,,,,,,,,
353|1950|Cinematography (Black and White)|0|All about Eve |Milton Krasner,,,,,,,,,,,
354|1950|Costume Design (Black and White)|1|All about Eve |Edith Head, Charles LeMaire,,,,,,,,,,
355|1950|Directing|1|All about Eve |Joseph L. Mankiewicz,,,,,,,,,,,
356|1950|Film Editing|0|All about Eve |Barbara McLean,,,,,,,,,,,
357|1950|Music (Music Score of a Dramatic or Comedy Picture)|0|All about Eve |Alfred Newman,,,,,,,,,,,
358|1950|Sound Recording|1|All about Eve |20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director,,,,,,,,,
359|1950|Writing (Screenplay)|1|All about Eve |Joseph L. Mankiewicz,,,,,,,,,,,
360|1999|Foreign Language Film|1|All about My Mother |Spain,,,,,,,,,,,
361|2013|Sound Editing|0|All Is Lost |Steve Boeddeker and Richard Hymns,,,,,,,,,,,
362|1980|Short Film (Animated)|0|All Nothing |Fr?©d?©ric Back, Producer,,,,,,,,,,
363|1979|Actor in a Leading Role|0|All That Jazz|Roy Scheider,,,,,,,,,,,
364|1979|Art Direction|1|All That Jazz |Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink,,,,,,,,,
365|1979|Best Picture|0|All That Jazz |Robert Alan Aurthur, Producer,,,,,,,,,,
366|1979|Cinematography|0|All That Jazz |Giuseppe Rotunno,,,,,,,,,,,
367|1979|Costume Design|1|All That Jazz |Albert Wolsky,,,,,,,,,,,
368|1979|Directing|0|All That Jazz |Bob Fosse,,,,,,,,,,,
369|1979|Film Editing|1|All That Jazz |Alan Heim,,,,,,,,,,,
370|1979|Music (Original Song Score and Its Adaptation -Or- Adaptation Score)|1|All That Jazz |Adaptation Score by Ralph Burns,,,,,,,,,,,
371|1979|Writing (Screenplay Written Directly for the Screen)|0|All That Jazz |Robert Alan Aurthur, Bob Fosse,,,,,,,,,,
372|1953|Cinematography (Color)|0|All the Brothers Were Valiant |George Folsey,,,,,,,,,,,
373|1976|Actor in a Supporting Role|1|All the President's Men|Jason Robards,,,,,,,,,,,
374|1976|Actress in a Supporting Role|0|All the President's Men|Jane Alexander,,,,,,,,,,,
375|1976|Art Direction|1|All the President's Men |Art Direction: George Jenkins; Set Decoration: George Gaines,,,,,,,,,,,
376|1976|Best Picture|0|All the President's Men |Walter Coblenz, Producer,,,,,,,,,,
377|1976|Directing|0|All the President's Men |Alan J. Pakula,,,,,,,,,,,
378|1976|Film Editing|0|All the President's Men |Robert L. Wolfe,,,,,,,,,,,
379|1976|Sound|1|All the President's Men |Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb,,,,,,,,
380|1976|Writing (Screenplay, Based on Material from Another Medium)|1|All the President's Men |William Goldman,,,,,,,,,,
381|1995|Foreign Language Film|0|All Things Fair |Sweden,,,,,,,,,,,
382|2000|Actress in a Supporting Role|0|Almost Famous|Kate Hudson,,,,,,,,,,,
383|2000|Actress in a Supporting Role|0|Almost Famous|Frances McDormand,,,,,,,,,,,
384|2000|Film Editing|0|Almost Famous |Joe Hutshing, Saar Klein,,,,,,,,,,
385|2000|Writing (Screenplay Written Directly for the Screen)|1|Almost Famous |Written by Cameron Crowe,,,,,,,,,,,
386|1982|Foreign Language Film|0|Alsino and the Condor |Nicaragua,,,,,,,,,,,
387|1980|Music (Original Score)|0|Altered States |John Corigliano,,,,,,,,,,,
388|1980|Sound|0|Altered States |Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton,,,,,,,,
389|1962|Documentary (Feature)|0|Alvorada (Brazil's Changing Face) |Hugo Niebeling, Producer,,,,,,,,,,
390|1973|Documentary (Feature)|0|Always a New Beginning |John D. Goodell, Producer,,,,,,,,,,
391|2001|Art Direction|0|Am?©lie |Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla,,,,,,,,,,,
392|2001|Cinematography|0|Am?©lie |Bruno Delbonnel,,,,,,,,,,,
393|2001|Foreign Language Film|0|Am?©lie |France,,,,,,,,,,,
394|2001|Sound|0|Am?©lie |Vincent Arnardi, Guillaume Leriche, Jean Umansky,,,,,,,,,
395|2001|Writing (Screenplay Written Directly for the Screen)|0|Am?©lie |Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,,,,,,,,,,,
396|1958|Documentary (Short Subject)|1|Ama Girls |Ben Sharpsteen, Producer,,,,,,,,,,
397|1984|Actor in a Leading Role|1|Amadeus|F. Murray Abraham,,,,,,,,,,,
398|1984|Actor in a Leading Role|0|Amadeus|Tom Hulce,,,,,,,,,,,
399|1984|Art Direction|1|Amadeus |Art Direction: Patrizia Von Brandenstein; Set Decoration: Karel Cerny,,,,,,,,,,,
400|1984|Best Picture|1|Amadeus |Saul Zaentz, Producer,,,,,,,,,,
401|1984|Cinematography|0|Amadeus |Miroslav Ondricek,,,,,,,,,,,
402|1984|Costume Design|1|Amadeus |Theodor Pistek,,,,,,,,,,,
403|1984|Directing|1|Amadeus |Milos Forman,,,,,,,,,,,
404|1984|Film Editing|0|Amadeus |Nena Danevic, Michael Chandler,,,,,,,,,,
405|1984|Makeup|1|Amadeus |Paul LeBlanc, Dick Smith,,,,,,,,,,
406|1984|Sound|1|Amadeus |Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman,,,,,,,,
407|1984|Writing (Screenplay Based on Material from Another Medium)|1|Amadeus |Peter Shaffer,,,,,,,,,,,
408|1975|Directing|0|Amarcord |Federico Fellini,,,,,,,,,,,
409|1974|Foreign Language Film|1|Amarcord |Italy,,,,,,,,,,,
410|1975|Writing (Original Screenplay)|0|Amarcord |Federico Fellini, Tonino Guerra,,,,,,,,,,
411|1997|Documentary (Short Subject)|0|Amazon |Kieth Merrill, Jonathan Stern,,,,,,,,,,
412|1989|Short Film (Live Action)|0|Amazon Diary |Robert Nixon,,,,,,,,,,,
413|1963|Art Direction (Black and White)|1|America America |Gene Callahan,,,,,,,,,,,
414|1963|Best Picture|0|America America |Elia Kazan, Producer,,,,,,,,,,
415|1963|Directing|0|America America |Elia Kazan,,,,,,,,,,,
416|1963|Writing (Story and Screenplay, Written Directly for the Screen)|0|America America |Elia Kazan,,,,,,,,,,
417|1999|Actor in a Leading Role|1|American Beauty|Kevin Spacey,,,,,,,,,,,
418|1999|Actress in a Leading Role|0|American Beauty|Annette Bening,,,,,,,,,,,
419|1999|Best Picture|1|American Beauty |Bruce Cohen and Dan Jinks, Producers,,,,,,,,,,
420|1999|Cinematography|1|American Beauty |Conrad L. Hall,,,,,,,,,,,
421|1999|Directing|1|American Beauty |Sam Mendes,,,,,,,,,,,
422|1999|Film Editing|0|American Beauty |Tariq Anwar, Christopher Greenbury,,,,,,,,,,
423|1999|Music (Original Score)|0|American Beauty |Thomas Newman,,,,,,,,,,,
424|1999|Writing (Screenplay Written Directly for the Screen)|1|American Beauty |Alan Ball,,,,,,,,,,,
425|1990|Documentary (Feature)|1|American Dream |Barbara Kopple and Arthur Cohn, Producers,,,,,,,,,,
426|2007|Actress in a Supporting Role|0|American Gangster|Ruby Dee,,,,,,,,,,,
427|2007|Art Direction|0|American Gangster |Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,,,,,,,,,,,
428|1973|Actress in a Supporting Role|0|American Graffiti|Candy Clark,,,,,,,,,,,
429|1973|Best Picture|0|American Graffiti |Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer,,,,,,,,,
430|1973|Directing|0|American Graffiti |George Lucas,,,,,,,,,,,
431|1973|Film Editing|0|American Graffiti |Verna Fields, Marcia Lucas,,,,,,,,,,
432|1973|Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)|0|American Graffiti |George Lucas, Gloria Katz, Willard Huyck,,,,,,,,
433|1998|Actor in a Leading Role|0|American History X|Edward Norton,,,,,,,,,,,
434|2013|Actor in a Leading Role|0|American Hustle|Christian Bale,,,,,,,,,,,
435|2013|Actor in a Supporting Role|0|American Hustle|Bradley Cooper,,,,,,,,,,,
436|2013|Actress in a Leading Role|0|American Hustle|Amy Adams,,,,,,,,,,,
437|2013|Actress in a Supporting Role|0|American Hustle|Jennifer Lawrence,,,,,,,,,,,
438|2013|Best Picture|0|American Hustle |Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers,,,,,,,,
439|2013|Costume Design|0|American Hustle |Michael Wilkinson,,,,,,,,,,,
440|2013|Directing|0|American Hustle |David O. Russell,,,,,,,,,,,
441|2013|Film Editing|0|American Hustle |Jay Cassidy, Crispin Struthers and Alan Baumgarten,,,,,,,,,,
442|2013|Production Design|0|American Hustle |Production Design: Judy Becker; Set Decoration: Heather Loeffler,,,,,,,,,,,
443|2013|Writing (Original Screenplay)|0|American Hustle |Written by Eric Warren Singer and David O. Russell,,,,,,,,,,,
444|1976|Documentary (Short Subject)|0|American Shoeshine |Sparky Greene, Producer,,,,,,,,,,
445|2014|Actor in a Leading Role|0|American Sniper|Bradley Cooper,,,,,,,,,,,
446|2014|Best Picture|0|American Sniper |Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers,,,,,,,
447|2014|Film Editing|0|American Sniper |Joel Cox and Gary D. Roach,,,,,,,,,,,
448|2014|Sound Editing|1|American Sniper |Alan Robert Murray and Bub Asman,,,,,,,,,,,
449|2014|Sound Mixing|0|American Sniper |John Reitz, Gregg Rudloff and Walt Martin,,,,,,,,,,
450|2014|Writing (Adapted Screenplay)|0|American Sniper |Written by Jason Hall,,,,,,,,,,,
451|2003|Writing (Adapted Screenplay)|0|American Splendor |Written by Robert Pulcini & Shari Springer Berman,,,,,,,,,,,
452|1981|Documentary (Short Subject)|0|Americas in Transition |Obie Benz, Producer,,,,,,,,,,
453|1997|Actor in a Supporting Role|0|Amistad|Anthony Hopkins,,,,,,,,,,,
454|1997|Cinematography|0|Amistad |Janusz Kaminski,,,,,,,,,,,
455|1997|Costume Design|0|Amistad |Ruth E. Carter,,,,,,,,,,,
456|1997|Music (Original Dramatic Score)|0|Amistad |John Williams,,,,,,,,,,,
457|2000|Foreign Language Film|0|Amores Perros |Mexico,,,,,,,,,,,
458|2012|Actress in a Leading Role|0|Amour|Emmanuelle Riva,,,,,,,,,,,
459|2012|Best Picture|0|Amour |Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers,,,,,,,,
460|2012|Directing|0|Amour |Michael Haneke,,,,,,,,,,,
461|2012|Foreign Language Film|1|Amour |Austria,,,,,,,,,,,
462|2012|Writing (Original Screenplay)|0|Amour |Written by Michael Haneke,,,,,,,,,,,
463|2015|Documentary (Feature)|1|Amy|Asif Kapadia and James Gay-Rees,,,,,,,,,,,
464|1957|Cinematography|0|An Affair to Remember |Milton Krasner,,,,,,,,,,,
465|1957|Costume Design|0|An Affair to Remember |Charles LeMaire,,,,,,,,,,,
466|1957|Music (Scoring)|0|An Affair to Remember |Hugo Friedhofer,,,,,,,,,,,
467|1951|Art Direction (Color)|1|An American in Paris |Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason,,,,,,,,,
468|1951|Best Motion Picture|1|An American in Paris |Arthur Freed, Producer,,,,,,,,,,
469|1951|Cinematography (Color)|1|An American in Paris |Alfred Gilks; Ballet Photography by John Alton,,,,,,,,,,,
470|1951|Costume Design (Color)|1|An American in Paris |Orry-Kelly, Walter Plunkett, Irene Sharaff,,,,,,,,,
471|1951|Directing|0|An American in Paris |Vincente Minnelli,,,,,,,,,,,
472|1951|Film Editing|0|An American in Paris |Adrienne Fazan,,,,,,,,,,,
473|1951|Music (Scoring of a Musical Picture)|1|An American in Paris |Johnny Green, Saul Chaplin,,,,,,,,,,
474|1951|Writing (Story and Screenplay)|1|An American in Paris |Alan Jay Lerner,,,,,,,,,,,
475|1981|Makeup|1|An American Werewolf in London |Rick Baker,,,,,,,,,,,
476|2009|Actress in a Leading Role|0|An Education|Carey Mulligan,,,,,,,,,,,
477|2009|Best Picture|0|An Education |Finola Dwyer and Amanda Posey, Producers,,,,,,,,,,
478|2009|Writing (Adapted Screenplay)|0|An Education |Screenplay by Nick Hornby,,,,,,,,,,,
479|1978|Documentary (Short Subject)|0|An Encounter with Faces |K.K. Kapil, Producer,,,,,,,,,,
480|1996|Documentary (Short Subject)|0|An Essay on Matisse |Perry Wolff,,,,,,,,,,,
481|1969|Documentary (Short Subject)|0|An Impression of John Steinbeck: Writer |Donald Wrye, Producer,,,,,,,,,,
482|2006|Documentary (Feature)|1|An Inconvenient Truth |Davis Guggenheim,,,,,,,,,,,
483|1963|Short Subject (Live Action)|1|An Occurrence at Owl Creek Bridge |Paul de Roubaix and Marcel Ichac, Producers,,,,,,,,,,
484|1982|Actor in a Supporting Role|1|An Officer and a Gentleman|Louis Gossett, Jr.,,,,,,,,,,
485|1982|Actress in a Leading Role|0|An Officer and a Gentleman|Debra Winger,,,,,,,,,,,
486|1982|Film Editing|0|An Officer and a Gentleman |Peter Zinner,,,,,,,,,,,
487|1982|Music (Original Score)|0|An Officer and a Gentleman |Jack Nitzsche,,,,,,,,,,,
488|1982|Writing (Screenplay Written Directly for the Screen)|0|An Officer and a Gentleman |Douglas Day Stewart,,,,,,,,,,,
489|1978|Actress in a Leading Role|0|An Unmarried Woman|Jill Clayburgh,,,,,,,,,,,
490|1978|Best Picture|0|An Unmarried Woman |Paul Mazursky and Tony Ray, Producers,,,,,,,,,,
491|1978|Writing (Screenplay Written Directly for the Screen)|0|An Unmarried Woman |Paul Mazursky,,,,,,,,,,,
492|1956|Actress|1|Anastasia|Ingrid Bergman,,,,,,,,,,,
493|1956|Music (Music Score of a Dramatic or Comedy Picture)|0|Anastasia |Alfred Newman,,,,,,,,,,,
494|1997|Music (Original Musical or Comedy Score)|0|Anastasia |Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,,,,,,,,,,,
495|1959|Actor|0|Anatomy of a Murder|James Stewart,,,,,,,,,,,
496|1959|Actor in a Supporting Role|0|Anatomy of a Murder|Arthur O'Connell,,,,,,,,,,,
497|1959|Actor in a Supporting Role|0|Anatomy of a Murder|George C. Scott,,,,,,,,,,,
498|1959|Best Motion Picture|0|Anatomy of a Murder |Otto Preminger, Producer,,,,,,,,,,
499|1959|Cinematography (Black and White)|0|Anatomy of a Murder |Sam Leavitt,,,,,,,,,,,
500|1959|Film Editing|0|Anatomy of a Murder |Louis R. Loeffler,,,,,,,,,,,
501|1959|Writing (Screenplay, Based on Material from Another Medium)|0|Anatomy of a Murder |Wendell Mayes,,,,,,,,,,
502|1975|Writing (Original Screenplay)|0|And Now My Love |Claude Lelouch, Pierre Uytterhoeven,,,,,,,,,,
503|1999|Honorary Award|1|Andrzej Wajda|,,,,,,,,,,,
504|1975|Short Film (Live Action)|1|Angel and Big Joe |Bert Salzman, Producer,,,,,,,,,,
505|2013|Honorary Award|1|Angela Lansbury|,,,,,,,,,,,
506|1999|Music (Original Score)|0|Angela's Ashes |John Williams,,,,,,,,,,,
507|2013|Jean Hersholt Humanitarian Award|1|Angelina Jolie|,,,,,,,,,,,
508|1996|Costume Design|0|Angels and Insects |Paul Brown,,,,,,,,,,,
509|1985|Foreign Language Film|0|Angry Harvest |Federal Republic of Germany,,,,,,,,,,,
510|2010|Actress in a Supporting Role|0|Animal Kingdom|Jacki Weaver,,,,,,,,,,,
511|1987|Actress in a Leading Role|0|Anna|Sally Kirkland,,,,,,,,,,,
512|1985|Short Film (Animated)|1|Anna & Bella |Cilia Van Dijk, Producer,,,,,,,,,,
